"LOCATION","Country","TRANSACT","Transaction","MEASURE","Measure","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"CAN","Canada","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2002","2002","CAD","Canadian Dollar","6","Millions","2007","2007",1387137,,
"CAN","Canada","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2003","2003","CAD","Canadian Dollar","6","Millions","2007","2007",1412137,,
"CAN","Canada","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2004","2004","CAD","Canadian Dollar","6","Millions","2007","2007",1455715,,
"CAN","Canada","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2005","2005","CAD","Canadian Dollar","6","Millions","2007","2007",1502318,,
"CAN","Canada","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2006","2006","CAD","Canadian Dollar","6","Millions","2007","2007",1541730,,
"CAN","Canada","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2007","2007","CAD","Canadian Dollar","6","Millions","2007","2007",1573532,,
"CAN","Canada","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2008","2008","CAD","Canadian Dollar","6","Millions","2007","2007",1589273,,
"CAN","Canada","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2009","2009","CAD","Canadian Dollar","6","Millions","2007","2007",1542396,,
"CAN","Canada","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2010","2010","CAD","Canadian Dollar","6","Millions","2007","2007",1589956,,
"CAN","Canada","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2011","2011","CAD","Canadian Dollar","6","Millions","2007","2007",1639900,,
"CAN","Canada","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2012","2012","CAD","Canadian Dollar","6","Millions","2007","2007",1668524,,
"CAN","Canada","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2013","2013","CAD","Canadian Dollar","6","Millions","2007","2007",1705533,,
"CAN","Canada","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2014","2014","CAD","Canadian Dollar","6","Millions","2007","2007",1747709,,
"CAN","Canada","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2015","2015","CAD","Canadian Dollar","6","Millions","2007","2007",1766554,,
"CZE","Czech Republic","B1_GA","Gross domestic product (output approach)","C","Current prices","1990","1990","CZK","Czech Koruna","6","Millions",,,723790.3724,"E","Estimated value"
"CZE","Czech Republic","B1_GA","Gross domestic product (output approach)","C","Current prices","1991","1991","CZK","Czech Koruna","6","Millions",,,871253.4038,"E","Estimated value"
"CZE","Czech Republic","B1_GA","Gross domestic product (output approach)","C","Current prices","1992","1992","CZK","Czech Koruna","6","Millions",,,973957.8485,"E","Estimated value"
"CZE","Czech Republic","B1_GA","Gross domestic product (output approach)","C","Current prices","1993","1993","CZK","Czech Koruna","6","Millions",,,1179304.3212,"E","Estimated value"
"CZE","Czech Republic","B1_GA","Gross domestic product (output approach)","C","Current prices","1994","1994","CZK","Czech Koruna","6","Millions",,,1363397.7598,"E","Estimated value"
"CZE","Czech Republic","B1_GA","Gross domestic product (output approach)","C","Current prices","1995","1995","CZK","Czech Koruna","6","Millions",,,1580115,,
"CZE","Czech Republic","B1_GA","Gross domestic product (output approach)","C","Current prices","1996","1996","CZK","Czech Koruna","6","Millions",,,1812622,,
"CZE","Czech Republic","B1_GA","Gross domestic product (output approach)","C","Current prices","1997","1997","CZK","Czech Koruna","6","Millions",,,1953311,,
"CZE","Czech Republic","B1_GA","Gross domestic product (output approach)","C","Current prices","1998","1998","CZK","Czech Koruna","6","Millions",,,2142587,,
"CZE","Czech Republic","B1_GA","Gross domestic product (output approach)","C","Current prices","1999","1999","CZK","Czech Koruna","6","Millions",,,2237300,,
"CZE","Czech Republic","B1_GA","Gross domestic product (output approach)","C","Current prices","2000","2000","CZK","Czech Koruna","6","Millions",,,2372630,,
"CZE","Czech Republic","B1_GA","Gross domestic product (output approach)","C","Current prices","2001","2001","CZK","Czech Koruna","6","Millions",,,2562679,,
"CZE","Czech Republic","B1_GA","Gross domestic product (output approach)","C","Current prices","2002","2002","CZK","Czech Koruna","6","Millions",,,2674634,,
"CZE","Czech Republic","B1_GA","Gross domestic product (output approach)","C","Current prices","2003","2003","CZK","Czech Koruna","6","Millions",,,2801163,,
"CZE","Czech Republic","B1_GA","Gross domestic product (output approach)","C","Current prices","2004","2004","CZK","Czech Koruna","6","Millions",,,3057660,,
"CZE","Czech Republic","B1_GA","Gross domestic product (output approach)","C","Current prices","2005","2005","CZK","Czech Koruna","6","Millions",,,3257972,,
"CZE","Czech Republic","B1_GA","Gross domestic product (output approach)","C","Current prices","2006","2006","CZK","Czech Koruna","6","Millions",,,3507131,,
"CZE","Czech Republic","B1_GA","Gross domestic product (output approach)","C","Current prices","2007","2007","CZK","Czech Koruna","6","Millions",,,3831819,,
"CZE","Czech Republic","B1_GA","Gross domestic product (output approach)","C","Current prices","2008","2008","CZK","Czech Koruna","6","Millions",,,4015346,,
"CZE","Czech Republic","B1_GA","Gross domestic product (output approach)","C","Current prices","2009","2009","CZK","Czech Koruna","6","Millions",,,3921827,,
"CZE","Czech Republic","B1_GA","Gross domestic product (output approach)","C","Current prices","2010","2010","CZK","Czech Koruna","6","Millions",,,3953651,,
"CZE","Czech Republic","B1_GA","Gross domestic product (output approach)","C","Current prices","2011","2011","CZK","Czech Koruna","6","Millions",,,4033755,,
"CZE","Czech Republic","B1_GA","Gross domestic product (output approach)","C","Current prices","2012","2012","CZK","Czech Koruna","6","Millions",,,4059912,,
"CZE","Czech Republic","B1_GA","Gross domestic product (output approach)","C","Current prices","2013","2013","CZK","Czech Koruna","6","Millions",,,4098128,,
"CZE","Czech Republic","B1_GA","Gross domestic product (output approach)","C","Current prices","2014","2014","CZK","Czech Koruna","6","Millions",,,4313789,,
"CZE","Czech Republic","B1_GA","Gross domestic product (output approach)","C","Current prices","2015","2015","CZK","Czech Koruna","6","Millions",,,4554615,,
"CZE","Czech Republic","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","1990","1990","CZK","Czech Koruna","6","Millions","2010","2010",2752666.0823,"E","Estimated value"
"CZE","Czech Republic","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","1991","1991","CZK","Czech Koruna","6","Millions","2010","2010",2432945.5035,"E","Estimated value"
"CZE","Czech Republic","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","1992","1992","CZK","Czech Koruna","6","Millions","2010","2010",2420621.6042,"E","Estimated value"
"CZE","Czech Republic","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","1993","1993","CZK","Czech Koruna","6","Millions","2010","2010",2422120.0718,"E","Estimated value"
"CZE","Czech Republic","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","1994","1994","CZK","Czech Koruna","6","Millions","2010","2010",2492587.0403,"E","Estimated value"
"CZE","Czech Republic","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","1995","1995","CZK","Czech Koruna","6","Millions","2010","2010",2647661,,
"CZE","Czech Republic","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","1996","1996","CZK","Czech Koruna","6","Millions","2010","2010",2761055,,
"CZE","Czech Republic","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","1997","1997","CZK","Czech Koruna","6","Millions","2010","2010",2742438,,
"CZE","Czech Republic","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","1998","1998","CZK","Czech Koruna","6","Millions","2010","2010",2733771,,
"CZE","Czech Republic","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","1999","1999","CZK","Czech Koruna","6","Millions","2010","2010",2773084,,
"CZE","Czech Republic","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2000","2000","CZK","Czech Koruna","6","Millions","2010","2010",2892164,,
"CZE","Czech Republic","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2001","2001","CZK","Czech Koruna","6","Millions","2010","2010",2980419,,
"CZE","Czech Republic","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2002","2002","CZK","Czech Koruna","6","Millions","2010","2010",3029505,,
"CZE","Czech Republic","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2003","2003","CZK","Czech Koruna","6","Millions","2010","2010",3138623,,
"CZE","Czech Republic","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2004","2004","CZK","Czech Koruna","6","Millions","2010","2010",3293905,,
"CZE","Czech Republic","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2005","2005","CZK","Czech Koruna","6","Millions","2010","2010",3506107,,
"CZE","Czech Republic","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2006","2006","CZK","Czech Koruna","6","Millions","2010","2010",3747206,,
"CZE","Czech Republic","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2007","2007","CZK","Czech Koruna","6","Millions","2010","2010",3954399,,
"CZE","Czech Republic","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2008","2008","CZK","Czech Koruna","6","Millions","2010","2010",4061601,,
"CZE","Czech Republic","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2009","2009","CZK","Czech Koruna","6","Millions","2010","2010",3864947,,
"CZE","Czech Republic","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2010","2010","CZK","Czech Koruna","6","Millions","2010","2010",3953651,,
"CZE","Czech Republic","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2011","2011","CZK","Czech Koruna","6","Millions","2010","2010",4032910,,
"CZE","Czech Republic","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2012","2012","CZK","Czech Koruna","6","Millions","2010","2010",4000653,,
"CZE","Czech Republic","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2013","2013","CZK","Czech Koruna","6","Millions","2010","2010",3981303,,
"CZE","Czech Republic","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2014","2014","CZK","Czech Koruna","6","Millions","2010","2010",4089400,,
"CZE","Czech Republic","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2015","2015","CZK","Czech Koruna","6","Millions","2010","2010",4274880,,
"DNK","Denmark","B1_GA","Gross domestic product (output approach)","C","Current prices","1990","1990","DKK","Danish Krone","6","Millions",,,854613.9317,"E","Estimated value"
"DNK","Denmark","B1_GA","Gross domestic product (output approach)","C","Current prices","1991","1991","DKK","Danish Krone","6","Millions",,,888889.0489,"E","Estimated value"
"DNK","Denmark","B1_GA","Gross domestic product (output approach)","C","Current prices","1992","1992","DKK","Danish Krone","6","Millions",,,921656.5285,"E","Estimated value"
"DNK","Denmark","B1_GA","Gross domestic product (output approach)","C","Current prices","1993","1993","DKK","Danish Krone","6","Millions",,,926957.1502,"E","Estimated value"
"DNK","Denmark","B1_GA","Gross domestic product (output approach)","C","Current prices","1994","1994","DKK","Danish Krone","6","Millions",,,993175.2737,"E","Estimated value"
"DNK","Denmark","B1_GA","Gross domestic product (output approach)","C","Current prices","1995","1995","DKK","Danish Krone","6","Millions",,,1036483,,
